epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,6751.98,0.47859,0.38401,0.89516,0.92262,0.84225,0.92452,0.64701,1.0169,0.70583,0.91234,0.000953,0.000953,0.000953
38,6960.81,0.46409,0.39204,0.89698,0.9132,0.84677,0.91483,0.63418,1.00365,0.6176,0.91496,0.00094475,0.00094475,0.00094475
39,7140.33,0.46282,0.38133,0.88969,0.91453,0.86195,0.9258,0.63062,1.02428,0.57888,0.91677,0.0009365,0.0009365,0.0009365
40,7357.6,0.46708,0.38731,0.88856,0.90261,0.86262,0.90602,0.63038,1.00074,0.62164,0.90625,0.00092825,0.00092825,0.00092825
41,7528.54,0.46788,0.38332,0.88769,0.93731,0.83359,0.9099,0.63332,1.00645,0.72826,0.90628,0.00092,0.00092,0.00092
42,7717.24,0.4481,0.37846,0.88578,0.92362,0.84551,0.92616,0.64287,0.99788,0.66196,0.91442,0.00091175,0.00091175,0.00091175
43,7846.15,0.46431,0.38245,0.89037,0.91178,0.84677,0.92056,0.63133,1.00121,0.63426,0.90735,0.0009035,0.0009035,0.0009035
44,8016.03,0.46184,0.3838,0.88946,0.91868,0.85397,0.91565,0.62911,1.01456,0.63389,0.92057,0.00089525,0.00089525,0.00089525
45,8144.57,0.46864,0.37935,0.88887,0.90226,0.85134,0.91685,0.62004,1.00112,0.62218,0.90558,0.000887,0.000887,0.000887
46,8315.82,0.45863,0.36612,0.8871,0.91396,0.86344,0.92809,0.65417,0.99852,0.62195,0.90285,0.00087875,0.00087875,0.00087875
47,8497.17,0.43219,0.36837,0.88901,0.90285,0.84715,0.90861,0.63695,0.99628,0.70733,0.90578,0.0008705,0.0008705,0.0008705
48,8681.53,0.4574,0.36906,0.88413,0.92943,0.85925,0.92749,0.64857,0.98202,0.61791,0.90139,0.00086225,0.00086225,0.00086225
49,8867.67,0.45491,0.36864,0.88866,0.91033,0.85205,0.91148,0.61575,0.99728,0.69475,0.89962,0.000854,0.000854,0.000854
50,9072.91,0.45316,0.36374,0.88207,0.91541,0.87026,0.93489,0.64362,1.02266,0.62567,0.9166,0.00084575,0.00084575,0.00084575
51,9216.91,0.45044,0.3622,0.88715,0.88422,0.84883,0.90493,0.62346,1.0153,0.67591,0.90948,0.0008375,0.0008375,0.0008375
52,9432.99,0.44916,0.35967,0.88754,0.88829,0.85785,0.90403,0.62101,0.982,0.67199,0.90284,0.00082925,0.00082925,0.00082925
53,9630.29,0.4457,0.35428,0.88645,0.9244,0.86697,0.93042,0.64633,1.02263,0.6569,0.91621,0.000821,0.000821,0.000821
54,9831.17,0.44785,0.36534,0.88878,0.89299,0.87738,0.9176,0.64571,0.98332,0.69593,0.90251,0.00081275,0.00081275,0.00081275
55,10041.8,0.43633,0.35984,0.88268,0.88369,0.87457,0.91419,0.62154,0.99022,0.69463,0.90483,0.0008045,0.0008045,0.0008045
56,10228.4,0.43496,0.35993,0.8759,0.9203,0.87451,0.93574,0.66038,0.98731,0.6161,0.90151,0.00079625,0.00079625,0.00079625
57,10363.6,0.44034,0.364,0.87934,0.92766,0.85436,0.93168,0.65283,0.98771,0.6254,0.89907,0.000788,0.000788,0.000788
58,10533.2,0.42708,0.34405,0.87145,0.90658,0.86704,0.91447,0.6323,0.98228,0.64659,0.89792,0.00077975,0.00077975,0.00077975
59,10657.4,0.445,0.36705,0.88163,0.86213,0.86287,0.91546,0.64708,0.9603,0.67683,0.90012,0.0007715,0.0007715,0.0007715
60,10824.6,0.43541,0.35376,0.87899,0.91679,0.85307,0.92447,0.63117,1.00655,0.6764,0.90084,0.00076325,0.00076325,0.00076325
61,10946.3,0.4362,0.34088,0.87465,0.88756,0.87938,0.92054,0.64745,0.95381,0.64262,0.89234,0.000755,0.000755,0.000755
62,11099.5,0.44739,0.35169,0.87958,0.92075,0.87431,0.93143,0.65396,0.97074,0.68062,0.89167,0.00074675,0.00074675,0.00074675
63,11250.4,0.43083,0.34962,0.87322,0.88816,0.83911,0.91335,0.63517,1.00309,0.65162,0.90466,0.0007385,0.0007385,0.0007385
64,11453,0.4451,0.359,0.88002,0.88778,0.83196,0.89948,0.61651,1.01806,0.70744,0.90425,0.00073025,0.00073025,0.00073025
65,11598.4,0.42476,0.34368,0.87471,0.90543,0.86385,0.92484,0.63433,0.9982,0.64299,0.90217,0.000722,0.000722,0.000722
66,11823,0.42253,0.33081,0.87998,0.8978,0.84621,0.90575,0.63522,0.98208,0.75658,0.8989,0.00071375,0.00071375,0.00071375
