epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,389.176,0.45367,0.51578,0.91834,0.81759,0.97249,0.89684,0.83214,0.41195,0.42548,0.8215,0.00038583,0.00038583,0.00038583
2,776.425,0.43935,0.46068,0.90846,0.84744,0.95673,0.89737,0.81673,0.42075,0.4389,0.82167,0.000776224,0.000776224,0.000776224
3,1163.54,0.44132,0.42308,0.91302,0.85379,0.93402,0.89687,0.81607,0.45244,0.47444,0.84357,0.00115671,0.00115671,0.00115671
4,1552.84,0.48764,0.46204,0.91723,0.79537,0.68109,0.74581,0.64199,0.67264,1.04398,1.03487,0.00137595,0.00137595,0.00137595
5,1941.11,0.47702,0.45062,0.91769,0.90668,0.92644,0.93893,0.84293,0.48096,0.48072,0.84298,0.00135826,0.00135826,0.00135826
6,2328.67,0.47356,0.44255,0.92317,0.85028,0.94948,0.93363,0.84608,0.44931,0.46247,0.83982,0.00134058,0.00134058,0.00134058
7,2715.28,0.46396,0.43041,0.92072,0.79317,0.89777,0.89651,0.80458,0.47798,0.5071,0.84647,0.0013229,0.0013229,0.0013229
8,3103.65,0.46454,0.42318,0.92061,0.90363,0.93501,0.93458,0.83025,0.50205,0.4791,0.86364,0.00130521,0.00130521,0.00130521
9,3492.51,0.47487,0.43324,0.92014,0.86017,0.93856,0.92104,0.82109,0.47908,0.48031,0.86188,0.00128753,0.00128753,0.00128753
10,3880.26,0.45143,0.41325,0.89843,0.57951,0.61817,0.57518,0.43063,1.09544,1.38547,1.57073,0.00126985,0.00126985,0.00126985
11,4268.75,0.4539,0.41087,0.91458,0.71062,0.77876,0.77266,0.64411,0.66385,0.89731,0.97547,0.00125216,0.00125216,0.00125216
12,4656.67,0.45119,0.39954,0.91455,0.90175,0.93824,0.94735,0.84275,0.50315,0.45964,0.84363,0.00123448,0.00123448,0.00123448
13,5044.77,0.44037,0.41459,0.91548,0.6742,0.74584,0.7621,0.64293,0.60215,0.96194,0.92727,0.00121679,0.00121679,0.00121679
14,5432.28,0.45602,0.41326,0.91302,0.8042,0.92248,0.90779,0.81296,0.46478,0.52138,0.85613,0.00119911,0.00119911,0.00119911
15,5820.76,0.43319,0.3973,0.8995,0.86112,0.94947,0.93149,0.84166,0.46796,0.45543,0.84395,0.00118143,0.00118143,0.00118143
16,6208.23,0.43943,0.37808,0.90809,0.84576,0.95173,0.87948,0.7926,0.44375,0.43635,0.83913,0.00116374,0.00116374,0.00116374
17,6595.78,0.45116,0.38932,0.91766,0.78028,0.86894,0.81163,0.66921,0.63075,0.63952,0.94256,0.00114606,0.00114606,0.00114606
18,6984.5,0.43123,0.37685,0.89535,0.87284,0.95961,0.94211,0.86336,0.43518,0.42342,0.82902,0.00112837,0.00112837,0.00112837
19,7373.6,0.43027,0.37128,0.90123,0.78974,0.94814,0.8947,0.74166,0.64666,0.51532,0.99126,0.00111069,0.00111069,0.00111069
20,7761.79,0.43468,0.3705,0.90648,0.88633,0.94333,0.93525,0.84666,0.4509,0.43498,0.84094,0.00109301,0.00109301,0.00109301
21,8150.54,0.42497,0.37021,0.90091,0.83422,0.94119,0.89038,0.81672,0.43508,0.42674,0.83684,0.00107532,0.00107532,0.00107532
22,8538.32,0.42391,0.35816,0.8966,0.86786,0.94184,0.93246,0.84881,0.43858,0.4212,0.85181,0.00105764,0.00105764,0.00105764
23,8926.58,0.41691,0.3641,0.9,0.8502,0.91754,0.93533,0.86191,0.42178,0.42136,0.82443,0.00103995,0.00103995,0.00103995
24,9314.03,0.41006,0.34485,0.89944,0.83589,0.93788,0.92923,0.85467,0.44282,0.41289,0.83165,0.00102227,0.00102227,0.00102227
25,9702.99,0.42394,0.35674,0.90639,0.80465,0.96472,0.89901,0.82265,0.43418,0.41071,0.82944,0.00100459,0.00100459,0.00100459
26,10095.9,0.4169,0.3416,0.89914,0.87297,0.94979,0.94107,0.86327,0.43624,0.40388,0.82808,0.000986903,0.000986903,0.000986903
27,10486.7,0.41807,0.33992,0.89356,0.82763,0.9131,0.86777,0.7816,0.50152,0.49724,0.92864,0.000969219,0.000969219,0.000969219
28,10874.6,0.40504,0.33493,0.89059,0.89719,0.95007,0.94634,0.87434,0.42864,0.36855,0.82145,0.000951535,0.000951535,0.000951535
29,11262.6,0.40586,0.34067,0.89834,0.80246,0.94973,0.92397,0.85182,0.39892,0.41137,0.81921,0.000933851,0.000933851,0.000933851
30,11648.5,0.38981,0.33663,0.89031,0.81231,0.93295,0.90886,0.84323,0.40939,0.41681,0.82365,0.000916168,0.000916168,0.000916168
31,12036.3,0.39323,0.33264,0.88487,0.88564,0.95001,0.95015,0.8841,0.39884,0.37551,0.82005,0.000898484,0.000898484,0.000898484
32,12424.2,0.39883,0.33494,0.89624,0.81936,0.95451,0.90633,0.84389,0.40191,0.39523,0.81724,0.0008808,0.0008808,0.0008808
33,12812.6,0.39804,0.32795,0.8903,0.85362,0.92384,0.93468,0.87187,0.4063,0.38637,0.82791,0.000863116,0.000863116,0.000863116
34,13200.7,0.38865,0.31459,0.88249,0.81299,0.9405,0.90688,0.81831,0.48217,0.46736,0.87569,0.000845432,0.000845432,0.000845432
35,13589.7,0.39807,0.32188,0.88184,0.84162,0.93715,0.90183,0.83721,0.40898,0.38591,0.82726,0.000827748,0.000827748,0.000827748
36,13977.1,0.39281,0.32135,0.88682,0.80788,0.9533,0.93377,0.85098,0.43847,0.38477,0.83059,0.000810064,0.000810064,0.000810064
37,14365.8,0.38832,0.33576,0.89163,0.83289,0.96375,0.93222,0.85759,0.39821,0.37744,0.82262,0.00079238,0.00079238,0.00079238
