epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,225.755,0.59956,0.54333,1.00219,0.90069,0.8299,0.84928,0.62643,1.04899,0.65068,1.06704,0.000254515,0.000254515,0.000254515
2,409.937,0.64766,0.60173,1.03203,0.89724,0.7766,0.81012,0.60023,1.03732,0.7173,1.05501,0.000503624,0.000503624,0.000503624
3,548.016,0.64646,0.58969,1.02842,0.89267,0.77306,0.80979,0.58902,1.07906,0.66699,1.07255,0.000745482,0.000745482,0.000745482
4,654.167,0.66172,0.6295,1.04455,0.915,0.82947,0.84655,0.62401,1.02527,0.64739,1.04359,0.000736372,0.000736372,0.000736372
5,766.532,0.6429,0.59825,1.03455,0.83454,0.81025,0.83039,0.61041,1.07044,0.67731,1.06065,0.000725497,0.000725497,0.000725497
6,927.238,0.65444,0.60678,1.03401,0.88326,0.83119,0.84658,0.61719,1.03643,0.64712,1.04934,0.000714621,0.000714621,0.000714621
7,1054.93,0.65937,0.6099,1.02522,0.85238,0.82028,0.82917,0.60298,1.05254,0.65176,1.06861,0.000703745,0.000703745,0.000703745
8,1183.49,0.65096,0.60097,1.0388,0.90413,0.83761,0.85556,0.62656,1.03849,0.64675,1.04807,0.000692869,0.000692869,0.000692869
9,1318.34,0.64408,0.5788,1.02588,0.8851,0.84161,0.84426,0.61703,1.05926,0.68814,1.06629,0.000681993,0.000681993,0.000681993
10,1463.88,0.65875,0.62223,1.0294,0.88287,0.83113,0.83775,0.61387,1.03598,0.65455,1.05066,0.000671117,0.000671117,0.000671117
11,1602.63,0.63935,0.59634,1.02162,0.88919,0.833,0.8513,0.62898,1.05776,0.64278,1.05283,0.000660241,0.000660241,0.000660241
12,1746.49,0.64033,0.60327,1.01971,0.89558,0.83467,0.84049,0.62539,1.03848,0.70441,1.04632,0.000649366,0.000649366,0.000649366
13,1868.24,0.64388,0.56927,1.01918,0.90648,0.82297,0.84292,0.6178,1.04719,0.63562,1.0547,0.00063849,0.00063849,0.00063849
14,1990.55,0.64357,0.59594,1.02081,0.86835,0.8208,0.83273,0.62425,1.00651,0.67808,1.03597,0.000627614,0.000627614,0.000627614
15,2156.11,0.64035,0.56681,1.01584,0.90189,0.82721,0.8414,0.61836,1.03484,0.67326,1.05352,0.000616738,0.000616738,0.000616738
16,2308.25,0.6392,0.60939,1.02194,0.88013,0.81122,0.83117,0.61073,1.0507,0.67312,1.05616,0.000605862,0.000605862,0.000605862
17,2436.96,0.6302,0.56864,1.00442,0.89942,0.83039,0.83876,0.63055,1.01728,0.63049,1.0416,0.000594986,0.000594986,0.000594986
18,2553.37,0.63716,0.57038,1.00363,0.89476,0.8143,0.83254,0.62304,1.02432,0.61563,1.0312,0.00058411,0.00058411,0.00058411
19,2665.43,0.63977,0.5626,1.00345,0.89298,0.83227,0.85243,0.63127,1.02829,0.63583,1.04049,0.000573235,0.000573235,0.000573235
20,2788.95,0.61936,0.53855,1.00152,0.92341,0.825,0.8441,0.62901,1.02399,0.62243,1.04814,0.000562359,0.000562359,0.000562359
21,2961.37,0.61587,0.56284,1.00202,0.9081,0.84809,0.84696,0.6232,1.03297,0.65353,1.04007,0.000551483,0.000551483,0.000551483
22,3097.68,0.62501,0.54398,1.00319,0.92365,0.81746,0.84481,0.62432,1.04044,0.64377,1.04869,0.000540607,0.000540607,0.000540607
23,3251.65,0.63402,0.55179,1.00436,0.89069,0.83291,0.84758,0.63178,1.01632,0.61185,1.03792,0.000529731,0.000529731,0.000529731
24,3371.34,0.62323,0.56284,1.00572,0.90238,0.8529,0.8548,0.63037,1.02247,0.64115,1.04625,0.000518855,0.000518855,0.000518855
25,3488.51,0.61361,0.54172,0.99722,0.88547,0.83478,0.85074,0.63775,0.99646,0.61031,1.02712,0.000507979,0.000507979,0.000507979
26,3634.77,0.62869,0.53654,1.00376,0.87747,0.83475,0.84201,0.62107,1.03937,0.64102,1.04251,0.000497104,0.000497104,0.000497104
27,3827.17,0.60687,0.55318,0.99168,0.87344,0.82496,0.83946,0.61692,1.04027,0.66865,1.05123,0.000486228,0.000486228,0.000486228
28,3946.88,0.60129,0.54879,1.00608,0.91514,0.83638,0.84993,0.62606,1.04173,0.61234,1.04463,0.000475352,0.000475352,0.000475352
29,4076.33,0.60019,0.53987,0.99987,0.89367,0.83455,0.84969,0.6327,1.03348,0.64977,1.04011,0.000464476,0.000464476,0.000464476
30,4227.48,0.60892,0.57285,1.00593,0.90783,0.82828,0.84592,0.62602,1.03454,0.63018,1.04717,0.0004536,0.0004536,0.0004536
31,4398.29,0.61131,0.54184,0.99541,0.92844,0.84438,0.85527,0.62956,1.03673,0.63055,1.05223,0.000442724,0.000442724,0.000442724
32,4558.86,0.59558,0.51581,1.0001,0.8995,0.84262,0.84431,0.62874,1.03036,0.61303,1.04258,0.000431848,0.000431848,0.000431848
33,4663.64,0.60079,0.53946,0.99486,0.91237,0.82837,0.86174,0.63632,1.0413,0.6129,1.05346,0.000420973,0.000420973,0.000420973
34,4808.79,0.60472,0.52771,0.9861,0.90051,0.834,0.85113,0.6325,1.05323,0.64771,1.05324,0.000410097,0.000410097,0.000410097
35,4925.58,0.5918,0.53208,0.99788,0.88112,0.8368,0.85791,0.63684,1.02416,0.61613,1.03572,0.000399221,0.000399221,0.000399221
