epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,194.867,0.74735,0.56974,1.08735,0.73305,0.70406,0.72686,0.5128,1.06665,0.76369,1.08087,0.000207759,0.000207759,0.000207759
2,385.091,0.75488,0.56748,1.07947,0.76838,0.68743,0.73084,0.50466,1.10244,0.75896,1.11084,0.000395496,0.000395496,0.000395496
3,584.213,0.76337,0.57171,1.09113,0.71785,0.70441,0.72762,0.5077,1.08456,0.77686,1.07882,0.000562608,0.000562608,0.000562608
4,779.741,0.75238,0.56248,1.08735,0.75543,0.69484,0.72376,0.51034,1.08129,0.79729,1.0902,0.000532187,0.000532187,0.000532187
5,973.534,0.74943,0.5631,1.09039,0.71457,0.71029,0.73474,0.50386,1.09198,0.7667,1.09031,0.00050125,0.00050125,0.00050125
6,1166.63,0.74169,0.55313,1.07348,0.68117,0.72479,0.73689,0.51356,1.0651,0.77601,1.07328,0.000470312,0.000470312,0.000470312
7,1374.79,0.7553,0.5512,1.08441,0.73844,0.69652,0.73201,0.51213,1.07768,0.7562,1.0841,0.000439375,0.000439375,0.000439375
8,1563.28,0.72703,0.53584,1.07145,0.71151,0.69729,0.7026,0.48772,1.08676,0.81035,1.09758,0.000408438,0.000408438,0.000408438
9,1751.91,0.7312,0.54263,1.07581,0.74472,0.69884,0.72811,0.5136,1.07703,0.77556,1.08217,0.0003775,0.0003775,0.0003775
10,1940.64,0.72096,0.53556,1.06654,0.72854,0.72147,0.72626,0.51069,1.06576,0.76829,1.08969,0.000346563,0.000346563,0.000346563
11,2141.27,0.77101,0.47208,1.00223,0.75025,0.72521,0.73961,0.51089,1.08804,0.75695,1.09795,0.000315625,0.000315625,0.000315625
12,2328.63,0.75489,0.46059,1.00181,0.76446,0.70373,0.73073,0.51405,1.07121,0.79973,1.08968,0.000284688,0.000284688,0.000284688
13,2516.76,0.7494,0.43673,0.99322,0.7269,0.71015,0.72795,0.50619,1.06989,0.74963,1.0945,0.00025375,0.00025375,0.00025375
14,2704.33,0.73764,0.43878,0.99703,0.73007,0.71524,0.73166,0.51331,1.06735,0.75622,1.08528,0.000222813,0.000222813,0.000222813
15,2891.84,0.7381,0.50561,0.97579,0.74197,0.71406,0.73761,0.51399,1.0664,0.75455,1.08515,0.000191875,0.000191875,0.000191875
16,3081,0.71719,0.417,0.98142,0.75858,0.70688,0.74736,0.52246,1.06387,0.74114,1.08736,0.000160938,0.000160938,0.000160938
17,3268.92,0.73465,0.41856,0.96868,0.73919,0.70217,0.7317,0.50897,1.07221,0.76008,1.08794,0.00013,0.00013,0.00013
18,3456.4,0.72695,0.49749,0.95976,0.74422,0.71388,0.73194,0.51259,1.06774,0.77482,1.09162,9.90625e-05,9.90625e-05,9.90625e-05
19,3659.52,0.70114,0.40315,0.96355,0.74275,0.71356,0.73238,0.51231,1.06473,0.75947,1.08858,6.8125e-05,6.8125e-05,6.8125e-05
20,3847.09,0.71356,0.40662,0.96539,0.73553,0.71895,0.73531,0.51491,1.05923,0.75718,1.08409,3.71875e-05,3.71875e-05,3.71875e-05
