epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,244.489,0.65111,0.58518,1.04826,0.94131,0.87496,0.91026,0.70137,0.94112,0.51637,1.0194,0.000254085,0.000254085,0.000254085
2,542.368,0.65207,0.57074,1.04586,0.91143,0.88418,0.90817,0.68907,0.94252,0.50959,1.01406,0.000503199,0.000503199,0.000503199
3,801.515,0.65302,0.59256,1.04791,0.91575,0.85243,0.88627,0.67603,0.93075,0.50472,1.00807,0.000745063,0.000745063,0.000745063
