epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,9237.34,0.48066,0.41825,0.9281,0.8671,0.95572,0.94905,0.86751,0.44256,0.43657,0.83603,0.00124037,0.00124037,0.00124037
22,9663.33,0.4737,0.40811,0.93419,0.85332,0.96077,0.91619,0.83496,0.45801,0.43082,0.84387,0.00123094,0.00123094,0.00123094
23,10089.5,0.44596,0.39032,0.91802,0.86104,0.92598,0.90405,0.83183,0.43421,0.43298,0.83889,0.00122151,0.00122151,0.00122151
24,10515.5,0.4526,0.38228,0.91439,0.87705,0.95377,0.93545,0.84868,0.44721,0.41316,0.83952,0.00121208,0.00121208,0.00121208
25,10938.9,0.45254,0.38727,0.92922,0.87332,0.94856,0.94883,0.86816,0.41961,0.40439,0.82409,0.00120265,0.00120265,0.00120265
26,11364.4,0.46423,0.39974,0.92635,0.78036,0.88226,0.82476,0.74746,0.48439,0.59337,0.87235,0.00119322,0.00119322,0.00119322
27,11778.2,0.44712,0.38895,0.9237,0.6607,0.6009,0.62917,0.50866,1.12384,1.47407,1.47883,0.00118378,0.00118378,0.00118378
28,12204.4,0.43918,0.37064,0.91357,0.86642,0.9243,0.93135,0.85544,0.43294,0.40483,0.8341,0.00117435,0.00117435,0.00117435
29,12629.4,0.43334,0.38551,0.9171,0.80861,0.94341,0.90317,0.82245,0.43921,0.44414,0.83491,0.00116492,0.00116492,0.00116492
30,13073,0.43508,0.38486,0.91666,0.92541,0.95278,0.95631,0.88474,0.43068,0.37859,0.83065,0.00115549,0.00115549,0.00115549
31,13470.5,0.42909,0.3685,0.91988,0.83945,0.94306,0.90427,0.83824,0.38269,0.44418,0.82725,0.00114606,0.00114606,0.00114606
32,13866.3,0.44379,0.37301,0.91108,0.89375,0.92229,0.93899,0.86043,0.43848,0.40929,0.83204,0.00113663,0.00113663,0.00113663
33,14264.6,0.44285,0.37245,0.92501,0.82249,0.97546,0.88438,0.81414,0.42554,0.39569,0.8239,0.0011272,0.0011272,0.0011272
34,14628.4,0.42232,0.34912,0.90341,0.91004,0.9274,0.96074,0.89415,0.39149,0.37074,0.81576,0.00111776,0.00111776,0.00111776
35,15065.6,0.42582,0.36204,0.91217,0.86017,0.939,0.93255,0.86245,0.42567,0.39039,0.83167,0.00110833,0.00110833,0.00110833
36,15512.8,0.42787,0.36423,0.9007,0.83204,0.94207,0.91801,0.84056,0.43305,0.40433,0.83839,0.0010989,0.0010989,0.0010989
37,15937.7,0.4102,0.35301,0.90636,0.83623,0.9359,0.92701,0.84703,0.42804,0.41424,0.82875,0.00108947,0.00108947,0.00108947
38,16378.7,0.42381,0.34439,0.90949,0.83845,0.9459,0.91963,0.84958,0.39426,0.37784,0.82167,0.00108004,0.00108004,0.00108004
39,16818.9,0.40568,0.34572,0.89414,0.88629,0.93215,0.96152,0.902,0.38275,0.35416,0.82204,0.00107061,0.00107061,0.00107061
40,17260.7,0.40703,0.34002,0.90552,0.83989,0.96611,0.92412,0.83508,0.49476,0.40526,0.86334,0.00106118,0.00106118,0.00106118
41,17708.7,0.41583,0.34453,0.91929,0.87652,0.91817,0.92781,0.86434,0.38766,0.3865,0.82193,0.00105174,0.00105174,0.00105174
42,18149.1,0.42681,0.35537,0.9173,0.82814,0.9227,0.90813,0.83624,0.40365,0.38819,0.82354,0.00104231,0.00104231,0.00104231
43,18588.8,0.41237,0.33296,0.90306,0.83106,0.97,0.93913,0.86208,0.41449,0.3815,0.82605,0.00103288,0.00103288,0.00103288
44,19023.3,0.40521,0.32454,0.90008,0.84053,0.95558,0.92741,0.86448,0.37913,0.36839,0.81854,0.00102345,0.00102345,0.00102345
45,19463.4,0.40571,0.33361,0.9077,0.86979,0.93725,0.9455,0.87067,0.41549,0.40133,0.83915,0.00101402,0.00101402,0.00101402
46,19903.5,0.40278,0.32817,0.90255,0.85637,0.91561,0.91395,0.84935,0.38722,0.38179,0.82308,0.00100459,0.00100459,0.00100459
47,20344.4,0.3973,0.33325,0.90123,0.83172,0.92743,0.9076,0.83342,0.41472,0.39933,0.8304,0.000995156,0.000995156,0.000995156
48,20785,0.41442,0.34616,0.91092,0.85457,0.93201,0.92203,0.85758,0.39278,0.38355,0.82108,0.000985724,0.000985724,0.000985724
49,21225.6,0.40624,0.32828,0.90553,0.82325,0.93373,0.90626,0.84671,0.38282,0.38796,0.81533,0.000976293,0.000976293,0.000976293
