epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,392.57,0.45367,0.51578,0.91834,0.81759,0.97249,0.89684,0.83214,0.41195,0.42548,0.8215,0.00038583,0.00038583,0.00038583
2,783.514,0.43858,0.46213,0.90824,0.84748,0.9653,0.90672,0.82557,0.41684,0.43684,0.81809,0.000765474,0.000765474,0.000765474
3,1173.7,0.43916,0.42316,0.91098,0.83197,0.97221,0.90137,0.82826,0.42681,0.44717,0.82558,0.00112427,0.00112427,0.00112427
4,1565.98,0.47756,0.45498,0.9129,0.84054,0.93552,0.8974,0.7738,0.57508,0.56669,0.92879,0.00131731,0.00131731,0.00131731
5,1957.61,0.47397,0.44698,0.91873,0.91283,0.9463,0.9392,0.83851,0.48762,0.48204,0.84386,0.00128008,0.00128008,0.00128008
6,2349.9,0.47502,0.44554,0.9215,0.81122,0.90833,0.90642,0.80982,0.49921,0.5551,0.87318,0.00124285,0.00124285,0.00124285
7,2741.56,0.46103,0.41768,0.92248,0.77238,0.71267,0.71639,0.57704,0.87678,0.89711,1.30657,0.00120562,0.00120562,0.00120562
8,3132.66,0.44511,0.41275,0.91344,0.85544,0.97029,0.90061,0.80683,0.47533,0.4539,0.83764,0.0011684,0.0011684,0.0011684
9,3524.53,0.46387,0.41775,0.92107,0.8643,0.95295,0.93015,0.8402,0.44518,0.4321,0.84669,0.00113117,0.00113117,0.00113117
10,3918.02,0.43821,0.40052,0.89698,0.87309,0.95084,0.94305,0.85287,0.45887,0.4392,0.84322,0.00109394,0.00109394,0.00109394
11,4310.36,0.43659,0.38546,0.90324,0.83886,0.86622,0.8981,0.79807,0.50067,0.5819,0.86415,0.00105671,0.00105671,0.00105671
12,4700.45,0.43645,0.38378,0.90839,0.85171,0.9403,0.92563,0.84083,0.45992,0.46989,0.84005,0.00101948,0.00101948,0.00101948
13,5092.58,0.42022,0.38255,0.90909,0.84696,0.95653,0.93249,0.85441,0.45559,0.42777,0.8408,0.000982249,0.000982249,0.000982249
