epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,115.791,0.62924,0.58002,1.03589,0.92542,0.90647,0.91071,0.67211,1.00789,0.52855,1.02627,0.000254647,0.000254647,0.000254647
2,236.064,0.63845,0.57876,1.03957,0.92165,0.90218,0.91737,0.68076,0.98115,0.52093,1.00983,0.000490745,0.000490745,0.000490745
3,379.823,0.63997,0.55998,1.03579,0.91916,0.89422,0.91431,0.67251,1.01358,0.53061,1.01799,0.000706542,0.000706542,0.000706542
4,493.061,0.64099,0.5573,1.03858,0.93206,0.89314,0.89759,0.66109,0.99169,0.53966,1.01077,0.000677643,0.000677643,0.000677643
5,596.944,0.64582,0.57839,1.03715,0.92618,0.88208,0.90027,0.66616,1.00488,0.53547,1.01966,0.00064719,0.00064719,0.00064719
6,700.964,0.66048,0.59671,1.05801,0.93544,0.89275,0.90895,0.69214,0.97733,0.51309,1.01045,0.000616738,0.000616738,0.000616738
7,792.904,0.64443,0.58654,1.04045,0.90444,0.87539,0.8816,0.65271,0.99888,0.55074,1.01718,0.000586286,0.000586286,0.000586286
8,897.343,0.63154,0.56032,1.03493,0.90882,0.8909,0.91365,0.67874,0.98717,0.54225,1.01906,0.000555833,0.000555833,0.000555833
9,1001.7,0.64954,0.57303,1.03881,0.91397,0.89649,0.90846,0.67147,1.02342,0.54495,1.02681,0.000525381,0.000525381,0.000525381
10,1095.6,0.62857,0.55079,1.03874,0.89481,0.88304,0.89844,0.66216,1.00769,0.54639,1.02211,0.000494928,0.000494928,0.000494928
11,1199.75,0.62344,0.53694,1.02098,0.91883,0.8982,0.90925,0.67484,0.99095,0.51139,1.02328,0.000464476,0.000464476,0.000464476
12,1303.78,0.63044,0.55773,1.03242,0.92862,0.86498,0.89596,0.66138,0.9885,0.52692,1.01588,0.000434024,0.000434024,0.000434024
13,1402.27,0.63495,0.56831,1.03255,0.90464,0.89957,0.91184,0.69491,0.98237,0.51317,1.01061,0.000403571,0.000403571,0.000403571
14,1508.05,0.61657,0.53053,1.01964,0.93257,0.90412,0.91041,0.6822,0.98931,0.49712,1.01817,0.000373119,0.000373119,0.000373119
15,1611.94,0.59596,0.5154,0.99827,0.91833,0.90242,0.91369,0.68917,0.98155,0.50516,1.00534,0.000342666,0.000342666,0.000342666
16,1733.63,0.67991,0.51674,0.95873,0.92542,0.89178,0.90272,0.67821,0.99052,0.54624,1.01994,0.000312214,0.000312214,0.000312214
17,1836.94,0.6635,0.4861,0.94262,0.90436,0.88701,0.90426,0.68527,0.97605,0.51997,1.0096,0.000281762,0.000281762,0.000281762
18,1942.47,0.67601,0.49177,0.94064,0.92813,0.89919,0.90495,0.68533,0.96938,0.50144,1.00462,0.000251309,0.000251309,0.000251309
19,2046.18,0.66417,0.49804,0.94463,0.91777,0.88161,0.9041,0.67876,1.00017,0.56604,1.01766,0.000220857,0.000220857,0.000220857
20,2140.35,0.64114,0.47548,0.93614,0.92614,0.90069,0.9164,0.69095,0.99512,0.50652,1.01773,0.000190404,0.000190404,0.000190404
