epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,39.0026,0.47239,0.37037,0.97709,0.94775,0.94739,0.9869,0.74966,0.92987,0.55951,0.94712,0.000408333,0.000408333,0.000408333
2,74.3976,0.46696,0.35162,0.93927,0.95209,0.95165,0.98684,0.75112,0.92957,0.58089,0.94435,0.000797775,0.000797775,0.000797775
3,109.683,0.47033,0.36743,0.9365,0.96755,0.93828,0.97763,0.73414,0.95541,0.59573,0.94966,0.00115972,0.00115972,0.00115972
4,144.779,0.48365,0.39157,0.93728,0.93668,0.95375,0.98414,0.74125,0.95296,0.60459,0.9413,0.00112625,0.00112625,0.00112625
5,178.889,0.4666,0.38452,0.91811,0.94962,0.93943,0.97842,0.72338,0.94271,0.61206,0.93238,0.001085,0.001085,0.001085
6,214.994,0.4652,0.36798,0.92166,0.95665,0.94068,0.98126,0.73663,0.94773,0.63732,0.93779,0.00104375,0.00104375,0.00104375
7,249.716,0.45578,0.36252,0.91716,0.9545,0.94528,0.98388,0.7439,0.93495,0.54667,0.94662,0.0010025,0.0010025,0.0010025
