epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,8558.93,0.49803,0.40865,0.93456,0.85828,0.85178,0.86189,0.73731,0.84893,0.75013,1.27333,0.00131299,0.00131299,0.00131299
43,8762.71,0.47273,0.39701,0.93343,0.97962,0.97702,0.98685,0.88627,0.43415,0.39176,0.88754,0.00131016,0.00131016,0.00131016
44,8966.22,0.4978,0.41044,0.944,0.91878,0.88599,0.95568,0.78013,0.65534,0.59765,1.06387,0.00130733,0.00130733,0.00130733
45,9170.35,0.48524,0.39977,0.92472,0.96979,0.98431,0.99266,0.89265,0.45152,0.42574,0.89916,0.00130451,0.00130451,0.00130451
46,9373.24,0.48013,0.39486,0.93107,0.98879,1,0.99467,0.8781,0.43542,0.35196,0.89045,0.00130168,0.00130168,0.00130168
47,9577.2,0.49072,0.39446,0.91954,0.96754,0.98403,0.99114,0.88903,0.42313,0.3802,0.86777,0.00129885,0.00129885,0.00129885
48,9780.66,0.48475,0.38897,0.93887,0.96464,0.92415,0.97335,0.85583,0.48099,0.51093,0.89935,0.00129602,0.00129602,0.00129602
49,9984.67,0.47118,0.39792,0.92805,0.99001,0.99418,0.99404,0.90543,0.41609,0.31221,0.87131,0.00129319,0.00129319,0.00129319
50,10187.9,0.45418,0.37705,0.91364,0.99386,1,0.99437,0.88822,0.43897,0.32496,0.88504,0.00129036,0.00129036,0.00129036
51,10391.8,0.49547,0.40286,0.92417,0.99197,1,0.99301,0.89509,0.43926,0.32197,0.88316,0.00128753,0.00128753,0.00128753
52,10595.9,0.51287,0.41442,0.93358,0.96493,0.98527,0.99068,0.89444,0.42855,0.38032,0.88278,0.0012847,0.0012847,0.0012847
53,10799.1,0.48172,0.40018,0.95457,0.60154,0.24174,0.23313,0.12459,2.57115,3.12323,4.34964,0.00128187,0.00128187,0.00128187
54,11002.6,0.47564,0.3796,0.93238,0.75873,0.67412,0.69581,0.49362,1.42489,1.32399,1.91556,0.00127904,0.00127904,0.00127904
55,11206.5,0.4787,0.38864,0.92956,0.81788,0.59529,0.74628,0.60997,1.23884,1.37676,1.88564,0.00127621,0.00127621,0.00127621
56,11409.3,0.44793,0.35637,0.90712,0.99083,0.99795,0.99386,0.90221,0.40992,0.30521,0.88196,0.00127338,0.00127338,0.00127338
57,11612.6,0.45898,0.36876,0.93814,0.99135,1,0.99496,0.89318,0.43841,0.31713,0.88548,0.00127055,0.00127055,0.00127055
58,11816.6,0.46731,0.36428,0.91739,0.99727,0.99955,0.99483,0.90697,0.4007,0.29258,0.87701,0.00126772,0.00126772,0.00126772
59,12019.8,0.48424,0.37383,0.91672,0.9965,1,0.99492,0.91932,0.39527,0.28789,0.86324,0.00126489,0.00126489,0.00126489
60,12223.9,0.48801,0.37623,0.94127,0.98872,0.99346,0.99346,0.89755,0.42901,0.32238,0.87906,0.00126206,0.00126206,0.00126206
61,12427,0.44639,0.34702,0.91635,0.98854,0.99107,0.9947,0.89384,0.4308,0.31925,0.88247,0.00125923,0.00125923,0.00125923
62,12630.3,0.4579,0.36984,0.90476,0.99619,1,0.99427,0.9084,0.40505,0.29016,0.86412,0.00125641,0.00125641,0.00125641
63,12833.5,0.42608,0.35026,0.91319,0.98747,0.99216,0.9932,0.90185,0.42233,0.30944,0.86138,0.00125358,0.00125358,0.00125358
64,13036.7,0.45225,0.36019,0.9135,0.92827,0.8247,0.86783,0.75062,0.74939,0.85215,1.29155,0.00125075,0.00125075,0.00125075
65,13239.4,0.43465,0.3436,0.92695,0.99374,0.9983,0.99376,0.90221,0.42677,0.30537,0.8651,0.00124792,0.00124792,0.00124792
66,13443.3,0.44219,0.35194,0.91582,0.99627,0.99319,0.99334,0.91371,0.39967,0.30209,0.85694,0.00124509,0.00124509,0.00124509
67,13646.5,0.4613,0.34741,0.90842,0.98742,0.99021,0.99414,0.90366,0.41959,0.29099,0.8664,0.00124226,0.00124226,0.00124226
68,13849.2,0.43434,0.34279,0.91493,0.82013,0.82025,0.8095,0.69551,0.73881,0.62961,1.20043,0.00123943,0.00123943,0.00123943
69,14052.1,0.45838,0.36202,0.92031,0.90182,0.91188,0.91379,0.73479,0.80144,0.5243,1.31514,0.0012366,0.0012366,0.0012366
70,14255.3,0.44593,0.3454,0.90778,0.99142,1,0.99422,0.90576,0.41686,0.28915,0.87048,0.00123377,0.00123377,0.00123377
71,14462.3,0.42846,0.33329,0.90914,0.99275,1,0.99437,0.91251,0.38424,0.26856,0.84993,0.00123094,0.00123094,0.00123094
